image,class,abundance,probability
1449_03_04.json,American Bistort,8,0
1153_01_02.json,Mountain Daisy,2,0
1000_01_01.json,American Bistort,1,0
1771_02_01.json,American Bistort,1,0
1523_01_03.json,American Bistort,4,0
1413_02_03.json,American Bistort,5,0
1413_02_03.json,Sitka Valerian,1,0
1413_02_03.json,Mountain Daisy,1,0
1413_02_03.json,Subalpine Lupine,20,0
1208_03_04.json,Sharptooth Angelica,1,0
1208_03_04.json,Subalpine Lupine,4,0
1641_01_01.json,American Bistort,1,0
1641_01_01.json,Sitka Valerian,1,0
1641_01_01.json,Magenta Paintbrush,1,0
1641_01_01.json,Subalpine Lupine,4,0
1717_03_04.json,Sharptooth Angelica,2,0
1063_02_02.json,Sharptooth Angelica,1,0
1063_02_02.json,Mountain Daisy,1,0
1063_02_02.json,Subalpine Lupine,2,0
1063_02_02.json,Gray's Lovage,1,0
1130_02_01.json,American Bistort,33,0
1130_02_01.json,Subalpine Lupine,12,0
1130_02_01.json,Sitka Valerian,1,0
1371_02_03.json,Subalpine Lupine,1,0
1371_02_03.json,American Bistort,1,0
1123_01_01.json,Gray's Lovage,2,0
1075_03_04.json,Gray's Lovage,4,0
1400_01_03.json,American Bistort,2,0
1400_01_03.json,Subalpine Lupine,4,0
1558_01_02.json,American Bistort,1,0
1885_01_01.json,Magenta Paintbrush,1,0
1590_02_04.json,Subalpine Lupine,6,0
1736_02_02.json,American Bistort,1,0
1437_01_03.json,Gray's Lovage,4,0
1437_01_03.json,American Bistort,1,0
1346_02_03.json,Subalpine Lupine,8,0
1114_01_01.json,Cascade Aster,1,0
1047_01_02.json,Subalpine Lupine,3,0
1229_02_02.json,Sharptooth Angelica,1,0
1694_03_03.json,Subalpine Lupine,1,0
1128_01_03.json,North Mircoseris,2,0
1586_03_02.json,Magenta Paintbrush,7,0
1586_03_02.json,American Bistort,3,0
1586_03_02.json,Sharptooth Angelica,2,0
1369_01_01.json,Magenta Paintbrush,5,0
1369_01_01.json,American Bistort,7,0
1369_01_01.json,Sharptooth Angelica,1,0
1369_01_01.json,Subalpine Lupine,8,0
1107_02_01.json,Magenta Paintbrush,2,0
1867_03_03.json,American Bistort,1,0
1355_01_03.json,American Bistort,2,0
1424_02_03.json,American Bistort,2,0
1424_02_03.json,Subalpine Lupine,6,0
1424_02_03.json,Mountain Daisy,1,0
1725_01_02.json,American Bistort,1,0
1725_01_02.json,Mountain Daisy,1,0
1725_01_02.json,Magenta Paintbrush,1,0
1884_02_02.json,Subalpine Lupine,6,0
1559_02_01.json,Subalpine Lupine,11,0
1559_02_01.json,American Bistort,1,0
1737_01_01.json,Subalpine Lupine,4,0
1565_02_03.json,Mountain Daisy,1,0
1214_01_03.json,Mountain Daisy,2,0
1214_01_03.json,Sharptooth Angelica,3,0
1214_01_03.json,American Bistort,1,0
1214_01_03.json,Subalpine Lupine,1,0
1115_02_02.json,Magenta Paintbrush,1,0
1115_02_02.json,American Bistort,2,0
1115_02_02.json,Subalpine Lupine,26,0
1046_02_01.json,Subalpine Lupine,18,0
1046_02_01.json,American Bistort,2,0
1594_03_01.json,Subalpine Lupine,1,0
1849_03_02.json,Mountain Daisy,1,0
1849_03_02.json,Subalpine Lupine,7,0
1069_01_03.json,Cascade Aster,4,0
1106_01_02.json,Subalpine Lupine,13,0
1106_01_02.json,American Bistort,1,0
1106_01_02.json,North Mircoseris,2,0
1207_02_03.json,Subalpine Lupine,6,0
1576_01_03.json,Subalpine Lupine,14,0
1419_01_02.json,American Bistort,6,0
1419_01_02.json,Mountain Daisy,4,0
1419_01_02.json,Sitka Valerian,3,0
1419_01_02.json,Subalpine Lupine,8,0
1718_02_03.json,Subalpine Lupine,9,0
1718_02_03.json,Mountain Daisy,6,0
1718_02_03.json,Magenta Paintbrush,4,0
1718_02_03.json,American Bistort,6,0
1541_01_03.json,American Bistort,2,0
1541_01_03.json,Magenta Paintbrush,2,0
1688_01_04.json,Subalpine Lupine,1,0
1392_03_02.json,Subalpine Lupine,4,0
1392_03_02.json,American Bistort,1,0
1392_03_02.json,Magenta Paintbrush,1,0
1397_01_04.json,Magenta Paintbrush,1,0
1122_02_02.json,Cascade Aster,21,0
1349_03_04.json,Subalpine Lupine,3,0
1349_03_04.json,American Bistort,1,0
1462_01_03.json,American Bistort,1,0
1630_02_01.json,Subalpine Lupine,5,0
1313_02_03.json,Mountain Daisy,2,0
1313_02_03.json,Subalpine Lupine,5,0
1508_03_04.json,American Bistort,1,0
1775_03_04.json,Subalpine Lupine,2,0
1300_01_03.json,Sharptooth Angelica,2,0
1152_02_01.json,Gray's Lovage,1,0
1152_02_01.json,Subalpine Lupine,11,0
1832_03_03.json,Gray's Lovage,1,0
1832_03_03.json,Mountain Daisy,3,0
1832_03_03.json,Subalpine Lupine,3,0
1770_01_02.json,Mountain Daisy,1,0
1770_01_02.json,North Mircoseris,1,0
1770_01_02.json,Subalpine Lupine,9,0
1471_02_03.json,Subalpine Lupine,1,0
1747_01_02.json,Mountain Daisy,1,0
1614_01_01.json,Mountain Daisy,2,0
1446_02_03.json,American Bistort,2,0
1446_02_03.json,Mountain Daisy,1,0
1446_02_03.json,Subalpine Lupine,7,0
1628_01_03.json,American Bistort,1,0
1529_02_02.json,Subalpine Lupine,3,0
1194_03_03.json,Mountain Daisy,1,0
1194_03_03.json,Gray's Lovage,1,0
1194_03_03.json,Subalpine Lupine,4,0
1258_01_02.json,Sharptooth Angelica,4,0
1258_01_02.json,Subalpine Lupine,8,0
1159_02_03.json,Mountain Daisy,3,0
1742_03_04.json,Subalpine Lupine,4,0
1839_03_01.json,Mountain Daisy,2,0
1337_01_03.json,Subalpine Lupine,1,0
1165_02_01.json,Subalpine Lupine,10,0
1805_03_03.json,Mountain Daisy,3,0
1805_03_03.json,Subalpine Lupine,4,0
1025_01_02.json,Subalpine Lupine,11,0
1176_01_01.json,American Bistort,22,0
1176_01_01.json,Subalpine Lupine,25,0
1283_01_04.json,Subalpine Lupine,1,0
1283_01_04.json,American Bistort,1,0
1324_02_03.json,Gray's Lovage,1,0
1318_02_01.json,Magenta Paintbrush,6,0
1318_02_01.json,Subalpine Lupine,1,0
1318_02_01.json,Mountain Daisy,1,0
1469_01_01.json,American Bistort,6,0
1286_03_02.json,American Bistort,14,0
1455_01_03.json,Gray's Lovage,4,0
1607_02_01.json,Subalpine Lupine,2,0
1754_02_02.json,American Bistort,3,0
1754_02_02.json,Subalpine Lupine,11,0
1545_01_04.json,American Bistort,1,0
1130_03_03.json,American Bistort,3,0
1130_03_03.json,Subalpine Lupine,1,0
1130_03_03.json,Magenta Paintbrush,1,0
1850_02_01.json,American Bistort,2,0
1413_03_01.json,Sitka Valerian,1,0
1413_03_01.json,Subalpine Lupine,15,0
1413_03_01.json,American Bistort,1,0
1540_03_02.json,Gray's Lovage,2,0
1092_02_02.json,American Bistort,2,0
1092_02_02.json,Subalpine Lupine,6,0
1393_01_03.json,North Mircoseris,1,0
1393_01_03.json,Subalpine Lupine,1,0
1393_01_03.json,American Bistort,1,0
1380_02_03.json,Subalpine Lupine,1,0
1380_02_03.json,American Bistort,1,0
1081_01_02.json,Sharptooth Angelica,8,0
1081_01_02.json,Mountain Daisy,2,0
1081_01_02.json,Subalpine Lupine,8,0
1081_01_02.json,Gray's Lovage,3,0
1049_02_04.json,North Mircoseris,1,0
1049_02_04.json,Subalpine Lupine,12,0
1738_01_04.json,Subalpine Lupine,9,0
1843_01_01.json,Subalpine Lupine,3,0
1556_02_04.json,Subalpine Lupine,11,0
1556_02_04.json,Mountain Daisy,2,0
1556_02_04.json,American Bistort,1,0
1346_03_01.json,Subalpine Lupine,6,0
1215_03_02.json,Mountain Daisy,1,0
1561_02_04.json,Subalpine Lupine,1,0
1694_02_01.json,Subalpine Lupine,2,0
1848_01_03.json,Subalpine Lupine,10,0
1665_03_03.json,American Bistort,1,0
1424_03_01.json,Magenta Paintbrush,1,0
1424_03_01.json,Subalpine Lupine,10,0
1424_03_01.json,Mountain Daisy,1,0
1424_03_01.json,American Bistort,1,0
1398_01_01.json,American Bistort,2,0
1418_03_03.json,Bracted Lousewort,2,0
1203_02_04.json,Gray's Lovage,4,0
1203_02_04.json,Subalpine Lupine,6,0
1068_03_02.json,Gray's Lovage,1,0
1572_01_04.json,Mountain Daisy,2,0
1107_03_03.json,Sitka Valerian,1,0
1107_03_03.json,Gray's Lovage,2,0
1442_02_04.json,Subalpine Lupine,4,0
1336_03_02.json,American Bistort,11,0
1804_01_02.json,Magenta Paintbrush,1,0
1804_01_02.json,Mountain Daisy,1,0
1746_03_03.json,Mountain Daisy,1,0
1294_02_03.json,American Bistort,1,0
1629_03_02.json,Sharptooth Angelica,1,0
1801_03_04.json,Subalpine Lupine,6,0
1333_01_04.json,Sharptooth Angelica,1,0
1454_03_02.json,Subalpine Lupine,2,0
1817_02_02.json,Subalpine Lupine,8,0
1024_03_03.json,American Bistort,5,0
1024_03_03.json,Subalpine Lupine,2,0
1798_01_03.json,Subalpine Lupine,8,0
1018_03_01.json,Subalpine Lupine,5,0
1451_01_04.json,American Bistort,1,0
1451_01_04.json,Subalpine Lupine,3,0
1608_02_04.json,Subalpine Lupine,11,0
1608_02_04.json,Mountain Daisy,2,0
1013_03_03.json,North Mircoseris,3,0
1013_03_03.json,Subalpine Lupine,3,0
1466_01_04.json,American Bistort,1,0
1530_03_01.json,Subalpine Lupine,4,0
1179_01_04.json,Mountain Daisy,1,0
1179_01_04.json,Subalpine Lupine,3,0
1771_03_03.json,Magenta Paintbrush,1,0
1771_03_03.json,American Bistort,1,0
1836_03_04.json,Mountain Daisy,1,0
1304_01_04.json,Cascade Aster,10,0
1475_02_04.json,Subalpine Lupine,6,0
1301_03_02.json,Cascade Aster,2,0
1252_03_01.json,Subalpine Lupine,1,0
1833_01_02.json,Subalpine Lupine,5,0
1821_01_01.json,American Bistort,3,0
1821_01_01.json,Subalpine Lupine,12,0
1240_03_02.json,Scarlet Paintbrush,1,0
1313_03_01.json,Subalpine Lupine,2,0
1313_03_01.json,American Bistort,3,0
1493_01_03.json,Mountain Daisy,3,0
1493_01_03.json,American Bistort,1,0
1493_01_03.json,Gray's Lovage,1,0
1534_02_04.json,Subalpine Lupine,1,0
1630_03_03.json,Mountain Daisy,1,0
1630_03_03.json,Subalpine Lupine,5,0
1038_01_04.json,North Mircoseris,1,0
1038_01_04.json,Subalpine Lupine,9,0
1527_01_04.json,American Bistort,1,0
1152_03_03.json,Subalpine Lupine,2,0
1832_02_01.json,Subalpine Lupine,4,0
1832_02_01.json,Gray's Lovage,2,0
1749_02_04.json,Gray's Lovage,1,0
1749_02_04.json,Subalpine Lupine,2,0
1749_02_04.json,American Bistort,2,0
1159_03_01.json,Mountain Daisy,1,0
1159_03_01.json,American Bistort,1,0
1165_03_03.json,North Mircoseris,4,0
1165_03_03.json,American Bistort,1,0
1165_03_03.json,Subalpine Lupine,9,0
1165_03_03.json,Mountain Daisy,2,0
1805_02_01.json,Mountain Daisy,1,0
1805_02_01.json,Magenta Paintbrush,2,0
1805_02_01.json,Subalpine Lupine,2,0
1515_03_02.json,Magenta Paintbrush,1,0
1515_03_02.json,Subalpine Lupine,2,0
1446_03_01.json,American Bistort,2,0
1446_03_01.json,Subalpine Lupine,5,0
1194_02_01.json,Subalpine Lupine,3,0
1187_01_01.json,North Mircoseris,3,0
1272_01_04.json,Subalpine Lupine,3,0
1768_03_02.json,Subalpine Lupine,2,0
1607_03_03.json,Subalpine Lupine,3,0
1816_01_01.json,Magenta Paintbrush,1,0
1277_03_02.json,American Bistort,7,0
1503_02_04.json,American Bistort,12,0
1046_03_03.json,Subalpine Lupine,6,0
1433_01_04.json,American Bistort,5,0
1433_01_04.json,Sitka Valerian,1,0
1433_01_04.json,Subalpine Lupine,17,0
1594_02_03.json,Mountain Daisy,3,0
1594_02_03.json,Subalpine Lupine,2,0
1129_03_02.json,American Bistort,1,0
1129_03_02.json,Subalpine Lupine,1,0
1342_02_04.json,Sharptooth Angelica,2,0
1559_03_03.json,Magenta Paintbrush,2,0
1559_03_03.json,Mountain Daisy,1,0
1565_03_01.json,Mountain Daisy,1,0
1436_03_02.json,Magenta Paintbrush,1,0
1436_03_02.json,Subalpine Lupine,2,0
1863_03_04.json,Mountain Daisy,1,0
1718_03_01.json,American Bistort,2,0
1718_03_01.json,Mountain Daisy,5,0
1718_03_01.json,Gray's Lovage,1,0
1718_03_01.json,Subalpine Lupine,1,0
1587_01_03.json,American Bistort,21,0
1587_01_03.json,Subalpine Lupine,5,0
1686_02_02.json,American Bistort,1,0
1686_02_02.json,Sharptooth Angelica,2,0
1686_02_02.json,Mountain Daisy,5,0
1420_02_04.json,Subalpine Lupine,1,0
1866_01_02.json,Mountain Daisy,2,0
1866_01_02.json,North Mircoseris,1,0
1866_01_02.json,Subalpine Lupine,10,0
1207_03_01.json,Subalpine Lupine,8,0
1417_02_04.json,Subalpine Lupine,1,0
1851_01_02.json,American Bistort,2,0
1851_01_02.json,Subalpine Lupine,1,0
1679_01_04.json,Subalpine Lupine,28,0
1679_01_04.json,Magenta Paintbrush,2,0
1679_01_04.json,American Bistort,4,0
1679_01_04.json,Mountain Daisy,1,0
1230_03_01.json,North Mircoseris,3,0
1230_03_01.json,Subalpine Lupine,2,0
1108_02_04.json,Sharptooth Angelica,2,0
1854_03_04.json,Gray's Lovage,1,0
1080_02_01.json,Subalpine Lupine,2,0
1404_01_04.json,Subalpine Lupine,3,0
1404_01_04.json,American Bistort,1,0
1420_01_02.json,American Bistort,3,0
1573_01_01.json,Subalpine Lupine,10,0
1573_01_01.json,Sitka Valerian,1,0
1573_01_01.json,Magenta Paintbrush,1,0
1686_01_04.json,Sharptooth Angelica,2,0
1866_02_04.json,American Bistort,1,0
1866_02_04.json,Subalpine Lupine,7,0
1425_03_04.json,Gray's Lovage,1,0
1683_03_02.json,Subalpine Lupine,2,0
1202_02_01.json,Mountain Daisy,1,0
1202_02_01.json,Subalpine Lupine,6,0
1050_01_03.json,Scarlet Paintbrush,1,0
1658_03_04.json,American Bistort,1,0
1043_02_03.json,Sitka Valerian,1,0
1043_02_03.json,American Bistort,1,0
1043_02_03.json,Subalpine Lupine,4,0
1342_01_02.json,American Bistort,1,0
1591_03_03.json,Subalpine Lupine,2,0
1560_02_01.json,Sharptooth Angelica,10,0
1560_02_01.json,Mountain Daisy,7,0
1433_02_02.json,American Bistort,2,0
1433_02_02.json,Mountain Daisy,1,0
1433_02_02.json,Subalpine Lupine,11,0
1695_02_04.json,Mountain Daisy,1,0
1695_02_04.json,Subalpine Lupine,4,0
1732_01_03.json,Sharptooth Angelica,1,0
1370_03_04.json,Subalpine Lupine,3,0
1085_03_01.json,Magenta Paintbrush,3,0
1739_01_01.json,American Bistort,9,0
1557_02_01.json,American Bistort,2,0
1557_02_01.json,Sharptooth Angelica,1,0
1557_02_01.json,Subalpine Lupine,6,0
1404_02_02.json,American Bistort,1,0
1404_02_02.json,Subalpine Lupine,6,0
1705_01_03.json,Bracted Lousewort,5,0
1847_03_02.json,Subalpine Lupine,4,0
1226_01_01.json,Sharptooth Angelica,2,0
1048_02_01.json,Subalpine Lupine,5,0
1412_03_04.json,Gray's Lovage,1,0
1209_02_03.json,Cascade Aster,3,0
1108_01_02.json,Sharptooth Angelica,2,0
1108_01_02.json,Mountain Daisy,1,0
1108_01_02.json,Gray's Lovage,4,0
1108_01_02.json,Subalpine Lupine,2,0
1366_02_02.json,Subalpine Lupine,1,0
1716_02_03.json,Mountain Daisy,2,0
1716_02_03.json,Subalpine Lupine,2,0
1417_01_02.json,Subalpine Lupine,2,0
1679_02_02.json,Magenta Paintbrush,4,0
1679_02_02.json,American Bistort,4,0
1679_02_02.json,Subalpine Lupine,12,0
1851_02_04.json,Bracted Lousewort,1,0
1578_01_03.json,Sharptooth Angelica,1,0
1578_01_03.json,Sitka Valerian,1,0
1527_02_02.json,American Bistort,1,0
1474_02_01.json,American Bistort,1,0
1448_02_03.json,American Bistort,14,0
1253_03_04.json,North Mircoseris,1,0
1253_03_04.json,Subalpine Lupine,4,0
1749_01_02.json,American Bistort,1,0
1749_01_02.json,Sitka Valerian,1,0
1749_01_02.json,Subalpine Lupine,5,0
1749_01_02.json,Bracted Lousewort,1,0
1038_02_02.json,Sitka Valerian,1,0
1038_02_02.json,Subalpine Lupine,7,0
1485_03_03.json,Subalpine Lupine,5,0
1157_02_03.json,American Bistort,3,0
1157_02_03.json,Subalpine Lupine,6,0
1157_02_03.json,North Mircoseris,2,0
1837_03_01.json,Subalpine Lupine,7,0
1245_02_02.json,Broadleaf Arnica,3,0
1144_01_03.json,Subalpine Lupine,3,0
1797_03_02.json,Broadleaf Arnica,2,0
1178_01_01.json,Subalpine Lupine,5,0
1178_01_01.json,North Mircoseris,1,0
1609_02_01.json,American Bistort,1,0
1635_02_03.json,American Bistort,1,0
1635_02_03.json,Subalpine Lupine,1,0
1288_03_02.json,Magenta Paintbrush,7,0
1288_03_02.json,Subalpine Lupine,16,0
1288_03_02.json,Gray's Lovage,1,0
1467_01_01.json,American Bistort,2,0
1467_01_01.json,Gray's Lovage,1,0
1534_01_02.json,Mountain Daisy,1,0
1534_01_02.json,Subalpine Lupine,4,0
1019_03_04.json,Subalpine Lupine,3,0
1503_01_02.json,American Bistort,65,0
1272_02_02.json,Subalpine Lupine,5,0
1321_02_01.json,American Bistort,6,0
1321_02_01.json,Magenta Paintbrush,1,0
1321_02_01.json,Subalpine Lupine,2,0
1173_01_03.json,Sharptooth Angelica,3,0
1506_03_04.json,Mountain Daisy,1,0
1160_02_03.json,North Mircoseris,4,0
1510_02_02.json,Gray's Lovage,1,0
1443_02_01.json,American Bistort,41,0
1611_01_03.json,Subalpine Lupine,27,0
1611_01_03.json,Sitka Valerian,1,0
1611_01_03.json,American Bistort,3,0
1817_01_04.json,American Bistort,1,0
1817_01_04.json,Subalpine Lupine,10,0
1183_03_02.json,Sharptooth Angelica,1,0
1325_03_04.json,Magenta Paintbrush,2,0
1325_03_04.json,Mountain Daisy,1,0
1325_03_04.json,American Bistort,1,0
1750_01_03.json,Gray's Lovage,1,0
1451_02_02.json,Subalpine Lupine,4,0
1502_02_01.json,Subalpine Lupine,2,0
1273_01_01.json,Sharptooth Angelica,6,0
1320_01_02.json,Mountain Daisy,1,0
1021_02_03.json,Scarlet Paintbrush,1,0
1447_03_04.json,American Bistort,1,0
1447_03_04.json,Magenta Paintbrush,1,0
1032_01_03.json,Subalpine Lupine,7,0
1260_02_01.json,Mountain Daisy,3,0
1511_01_01.json,Mountain Daisy,2,0
1442_01_02.json,American Bistort,1,0
1442_01_02.json,Subalpine Lupine,9,0
1442_01_02.json,Gray's Lovage,1,0
1743_02_03.json,Mountain Daisy,3,0
1291_03_03.json,Subalpine Lupine,4,0
1291_03_03.json,Magenta Paintbrush,3,0
1804_02_04.json,Mountain Daisy,5,0
1804_02_04.json,Subalpine Lupine,10,0
1475_01_02.json,Subalpine Lupine,1,0
1475_01_02.json,Magenta Paintbrush,1,0
1833_02_04.json,Subalpine Lupine,6,0
1039_01_01.json,North Mircoseris,2,0
1039_01_01.json,Subalpine Lupine,12,0
1470_03_04.json,Subalpine Lupine,2,0
1005_01_03.json,Sitka Valerian,2,0
1005_01_03.json,Subalpine Lupine,21,0
1005_01_03.json,North Mircoseris,5,0
1005_01_03.json,Gray's Lovage,1,0
1304_02_02.json,Cascade Aster,2,0
1257_02_01.json,Scarlet Paintbrush,1,0
1244_01_01.json,Sitka Valerian,1,0
1244_01_01.json,Subalpine Lupine,2,0
1825_03_02.json,Subalpine Lupine,6,0
1016_02_03.json,Bracted Lousewort,5,0
1179_02_02.json,Subalpine Lupine,2,0
1179_02_02.json,Gray's Lovage,2,0
1608_01_02.json,Subalpine Lupine,12,0
1509_02_03.json,American Bistort,15,0
1466_02_02.json,American Bistort,3,0
1535_02_01.json,Subalpine Lupine,5,0
1439_01_03.json,American Bistort,1,0
1439_01_03.json,Subalpine Lupine,19,0
1738_02_02.json,Subalpine Lupine,8,0
1556_01_02.json,Magenta Paintbrush,3,0
1556_01_02.json,Subalpine Lupine,4,0
1556_01_02.json,Mountain Daisy,9,0
1556_01_02.json,American Bistort,1,0
1556_01_02.json,Sharptooth Angelica,1,0
1405_01_01.json,American Bistort,1,0
1126_01_03.json,American Bistort,3,0
1081_02_04.json,Subalpine Lupine,4,0
1081_02_04.json,Sharptooth Angelica,1,0
1081_02_04.json,Gray's Lovage,4,0
1081_02_04.json,American Bistort,1,0
1374_02_01.json,Subalpine Lupine,4,0
1049_01_02.json,Subalpine Lupine,16,0
1348_02_03.json,Subalpine Lupine,5,0
1553_03_04.json,American Bistort,1,0
1869_03_03.json,American Bistort,1,0
1092_01_04.json,American Bistort,5,0
1234_01_02.json,Mountain Daisy,1,0
1367_01_01.json,Mountain Daisy,3,0
1135_02_03.json,American Bistort,3,0
1855_03_01.json,Mountain Daisy,1,0
1416_02_01.json,Subalpine Lupine,5,0
1678_01_01.json,Mountain Daisy,1,0
1097_03_02.json,Subalpine Lupine,6,0
1673_01_03.json,American Bistort,10,0
1673_01_03.json,Magenta Paintbrush,1,0
1673_01_03.json,Subalpine Lupine,21,0
1572_02_02.json,Subalpine Lupine,1,0
1203_01_02.json,Sharptooth Angelica,2,0
1203_01_02.json,Subalpine Lupine,2,0
1203_01_02.json,Mountain Daisy,1,0
1350_01_01.json,Subalpine Lupine,3,0
1102_02_03.json,Subalpine Lupine,9,0
1862_03_01.json,Subalpine Lupine,1,0
1210_02_02.json,Subalpine Lupine,20,0
1210_02_02.json,Sharptooth Angelica,2,0
1691_03_01.json,Subalpine Lupine,1,0
1564_03_04.json,American Bistort,20,0
1564_03_04.json,Magenta Paintbrush,2,0
1510_03_03.json,Gray's Lovage,1,0
1290_01_01.json,Mountain Daisy,1,0
1165_01_04.json,Subalpine Lupine,3,0
1614_02_04.json,Mountain Daisy,2,0
1160_03_02.json,Subalpine Lupine,1,0
1272_03_03.json,Subalpine Lupine,5,0
1607_01_04.json,Subalpine Lupine,2,0
1176_02_04.json,American Bistort,14,0
1176_02_04.json,Subalpine Lupine,11,0
1318_01_04.json,Magenta Paintbrush,3,0
1318_01_04.json,American Bistort,2,0
1288_02_03.json,Subalpine Lupine,43,0
1797_02_03.json,Broadleaf Arnica,3,0
1818_01_02.json,American Bistort,1,0
1630_01_04.json,Subalpine Lupine,3,0
1485_02_02.json,Subalpine Lupine,4,0
1623_02_04.json,Subalpine Lupine,1,0
1038_03_03.json,Subalpine Lupine,5,0
1784_01_03.json,Scarlet Paintbrush,1,0
1004_03_01.json,Subalpine Lupine,9,0
1004_03_01.json,American Bistort,1,0
1157_03_02.json,Subalpine Lupine,2,0
1157_03_02.json,American Bistort,1,0
1527_03_03.json,American Bistort,3,0
1448_03_02.json,American Bistort,4,0
1152_01_04.json,American Bistort,6,0
1152_01_04.json,Subalpine Lupine,3,0
1716_03_02.json,Mountain Daisy,7,0
1645_03_01.json,American Bistort,1,0
1645_03_01.json,Sharptooth Angelica,1,0
1645_03_01.json,Subalpine Lupine,1,0
1679_03_03.json,Subalpine Lupine,3,0
1679_03_03.json,Magenta Paintbrush,5,0
1679_03_03.json,Mountain Daisy,1,0
1679_03_03.json,American Bistort,1,0
1209_03_02.json,Cascade Aster,4,0
1366_03_03.json,American Bistort,1,0
1688_02_01.json,American Bistort,1,0
1688_02_01.json,Subalpine Lupine,1,0
1074_03_02.json,Cascade Aster,4,0
1847_02_03.json,Subalpine Lupine,8,0
1438_03_01.json,Subalpine Lupine,1,0
1071_01_04.json,Scarlet Paintbrush,5,0
1071_01_04.json,Cascade Aster,2,0
1404_03_03.json,American Bistort,1,0
1046_01_04.json,Mountain Daisy,3,0
1046_01_04.json,Subalpine Lupine,19,0
1046_01_04.json,North Mircoseris,1,0
1433_03_03.json,American Bistort,2,0
1433_03_03.json,Subalpine Lupine,8,0
1043_03_02.json,American Bistort,1,0
1043_03_02.json,North Mircoseris,2,0
1043_03_02.json,Subalpine Lupine,6,0
1559_01_04.json,Magenta Paintbrush,4,0
1559_01_04.json,Subalpine Lupine,8,0
1591_02_02.json,Subalpine Lupine,6,0
1737_02_04.json,Subalpine Lupine,8,0
1683_02_03.json,Subalpine Lupine,2,0
1582_01_02.json,Subalpine Lupine,3,0
1724_01_04.json,Subalpine Lupine,1,0
1587_03_04.json,American Bistort,4,0
1660_03_02.json,Mountain Daisy,1,0
1848_03_04.json,Subalpine Lupine,5,0
1885_02_04.json,Mountain Daisy,4,0
1210_03_03.json,Sharptooth Angelica,2,0
1210_03_03.json,Subalpine Lupine,8,0
1665_01_04.json,American Bistort,1,0
1590_01_01.json,Subalpine Lupine,8,0
1583_02_01.json,American Bistort,21,0
1102_03_02.json,Subalpine Lupine,2,0
1369_02_04.json,Subalpine Lupine,8,0
1369_02_04.json,American Bistort,2,0
1107_01_04.json,Sitka Valerian,1,0
1107_01_04.json,American Bistort,1,0
1130_01_04.json,Subalpine Lupine,4,0
1130_01_04.json,American Bistort,5,0
1396_01_02.json,Subalpine Lupine,1,0
1097_02_03.json,Subalpine Lupine,14,0
1641_02_04.json,Mountain Daisy,4,0
1641_02_04.json,Subalpine Lupine,6,0
1869_02_02.json,Gray's Lovage,1,0
1689_01_02.json,Subalpine Lupine,6,0
1123_02_04.json,Gray's Lovage,2,0
1738_03_03.json,Subalpine Lupine,2,0
1704_03_01.json,American Bistort,3,0
1013_01_04.json,Subalpine Lupine,1,0
1509_03_02.json,American Bistort,7,0
1188_02_01.json,Mountain Daisy,3,0
1145_03_01.json,Subalpine Lupine,8,0
1016_03_02.json,Gray's Lovage,1,0
1825_02_03.json,Subalpine Lupine,4,0
1179_03_03.json,Subalpine Lupine,2,0
1762_02_04.json,Magenta Paintbrush,1,0
1762_02_04.json,American Bistort,1,0
1819_02_01.json,Mountain Daisy,1,0
1497_02_01.json,Mountain Daisy,4,0
1497_02_01.json,American Bistort,3,0
1497_02_01.json,Subalpine Lupine,9,0
1497_02_01.json,Gray's Lovage,1,0
1497_02_01.json,Magenta Paintbrush,2,0
1771_01_04.json,American Bistort,3,0
1771_01_04.json,Mountain Daisy,1,0
1484_01_01.json,Sitka Valerian,1,0
1484_01_01.json,Mountain Daisy,1,0
1484_01_01.json,Subalpine Lupine,2,0
1484_01_01.json,American Bistort,1,0
1484_01_01.json,Magenta Paintbrush,2,0
1304_03_03.json,Cascade Aster,2,0
1000_02_04.json,American Bistort,1,0
1743_03_02.json,Mountain Daisy,1,0
1037_02_04.json,Cascade Aster,1,0
1291_02_02.json,Subalpine Lupine,1,0
1291_02_02.json,American Bistort,8,0
1801_01_03.json,Subalpine Lupine,9,0
1333_03_03.json,American Bistort,1,0
1755_02_04.json,Mountain Daisy,5,0
1755_02_04.json,Subalpine Lupine,20,0
1798_03_04.json,Subalpine Lupine,7,0
1183_02_03.json,Sharptooth Angelica,1,0
1451_03_03.json,Subalpine Lupine,1,0
1301_02_03.json,Cascade Aster,13,0
1153_01_01.json,Mountain Daisy,3,0
1771_02_02.json,American Bistort,5,0
1771_02_02.json,Magenta Paintbrush,2,0
1771_02_02.json,Gray's Lovage,1,0
1470_01_03.json,Subalpine Lupine,1,0
1005_03_04.json,Sitka Valerian,1,0
1005_03_04.json,Subalpine Lupine,2,0
1278_03_04.json,Sharptooth Angelica,1,0
1631_01_01.json,Subalpine Lupine,3,0
1140_02_01.json,Sharptooth Angelica,1,0
1013_02_02.json,Subalpine Lupine,4,0
1013_02_02.json,North Mircoseris,11,0
1013_02_02.json,Gray's Lovage,1,0
1312_01_03.json,American Bistort,2,0
1492_03_01.json,Subalpine Lupine,2,0
1282_02_04.json,Gray's Lovage,3,0
1282_02_04.json,Sharptooth Angelica,1,0
1282_02_04.json,Mountain Daisy,1,0
